Release Date,Movie Title,Production Budget,Domestic Gross,Worldwide Gross,Profit,Profit%
6/27/2007,Live Free or Die Hard,110000000,134529403,382288147,272288147,247.5346791
3/18/2015,The Divergent Series: Insurgent,110000000,130179072,295075882,185075882,168.2508018
12/10/2004,Ocean's Twelve,110000000,125531634,362989076,252989076,229.9900691
12/19/1997,Tomorrow Never Dies,110000000,125304276,339504276,229504276,208.6402509
6/28/2000,The Patriot,110000000,113330342,215300000,105300000,95.72727273
3/7/2014,300: Rise of an Empire,110000000,106580051,330780051,220780051,200.7091373
12/17/2004,The Aviator,110000000,102608827,208370892,98370892,89.42808364
12/21/2016,Passengers,110000000,100014699,302239672,192239672,174.7633382
1/14/2011,The Green Hornet,110000000,98780042,229155503,119155503,108.3231845
9/21/2016,Miss Peregrine’s Home for Peculiar Children,110000000,87242834,295986876,185986876,169.0789782
10/7/2011,Real Steel,110000000,85463309,263880341,153880341,139.8912191
6/12/2019,Men in Black: International,110000000,80001807,253020464,143020464,130.0186036
6/11/2010,The A-Team,110000000,77222099,177241171,67241171,61.12833727
7/31/2013,The Smurfs 2,110000000,71017784,348547523,238547523,216.8613845
3/9/2016,The Divergent Series: Allegiant,110000000,66184051,172022517,62022517,56.38410636
6/12/2009,The Taking of Pelham 123,110000000,65452312,152364370,42364370,38.51306364
10/25/2013,Ender's Game,110000000,61737191,127983283,17983283,16.34843909
4/2/2004,Home on the Range,110000000,50026353,76482461,-33517539,-30.47049
6/13/1997,Speed 2: Cruise Control,110000000,48097081,150468000,40468000,36.78909091
5/6/2005,Kingdom of Heaven,110000000,47398413,218674938,108674938,98.79539818
3/23/2017,Ghost in the Shell,110000000,40563557,167910690,57910690,52.64608182
6/16/2004,Around the World in 80 Days,110000000,24004159,72004159,-37995841,-34.54167364
11/21/2003,The Cat in the Hat,109000000,101018283,133818283,24818283,22.76906697
12/25/2001,Ali,109000000,58183966,87683966,-21316034,-19.5559945
9/30/2015,The Martian,108000000,228433663,655111538,547111538,506.5847574
11/20/2016,Allied,106000000,40098064,119266661,13266661,12.51571792
7/16/2004,I Robot,105000000,144801023,348629585,243629585,232.0281762
12/17/1999,Stuart Little,105000000,140015224,298815224,193815224,184.5859276
11/25/2009,The Princess and the Frog,105000000,104400899,270997378,165997378,158.092741
3/7/2008,10000 B.C.,105000000,94784201,269065678,164065678,156.2530267
7/1/2016,Ice Age: Collision Course,105000000,64063008,402156682,297156682,283.0063638
4/27/2001,Town & Country,105000000,6712451,10364769,-94635231,-90.12879143
9/19/2017,Kingsman: The Golden Circle,104000000,100234838,408803696,304803696,293.0804769
6/9/2000,Gone in 60 Seconds,103300000,101643008,232643008,129343008,125.2110436
5/4/2000,Gladiator,103000000,187683805,456435588,353435588,343.1413476
5/23/2013,The Hangover 3,103000000,112200072,362000072,259000072,251.4563806
3/9/2018,A Wrinkle in Time,103000000,100478608,133214549,30214549,29.33451359
7/1/2009,Public Enemies,102500000,97104620,212282709,109782709,107.105082
11/17/2006,Casino Royale,102000000,167365000,594420283,492420283,482.7649833
6/21/2002,Minority Report,102000000,132024714,358824714,256824714,251.7889353
12/13/2018,Bumblebee,102000000,127195589,465195589,363195589,356.0741069
10/26/2012,Cloud Atlas,102000000,27108272,130673154,28673154,28.11093529
11/15/2002,Harry Potter and the Chamber of Secrets,100000000,262233381,875262553,775262553,775.262553
7/2/1991,Terminator 2: Judgment Day,100000000,203464105,515390883,415390883,415.390883
6/16/1995,Batman Forever,100000000,184031112,336529144,236529144,236.529144
7/27/2001,Planet of the Apes,100000000,180011740,362211740,262211740,262.21174
11/19/2004,National Treasure,100000000,173005002,331323410,231323410,231.32341
12/25/2012,Django Unchained,100000000,162805434,449841566,349841566,349.841566
12/25/2019,1917,100000000,159227644,370603379,270603379,270.603379
12/22/2010,Little Fockers,100000000,148438600,310650574,210650574,210.650574
7/15/1994,True Lies,100000000,146282411,365300000,265300000,265.3
11/2/2007,American Gangster,100000000,130164645,267985456,167985456,167.985456
9/18/2009,Cloudy with a Chance of Meatballs,100000000,124870275,236827677,136827677,136.827677
8/6/2010,The Other Guys,100000000,119219978,170936470,70936470,70.93647
12/17/2004,Lemony Snicket's A Series of Unfortunate Events,100000000,118627117,212956024,112956024,112.956024
12/25/2013,The Wolf of Wall Street,100000000,116949183,389918903,289918903,289.918903
5/24/2013,Epic,100000000,107518682,262794441,162794441,162.794441
6/21/1996,Eraser,100000000,101295562,234400000,134400000,134.4
6/21/1996,The Hunchback of Notre Dame,100000000,100138851,325500000,225500000,225.5
12/15/2000,The Emperor's New Groove,100000000,89630573,169630573,69630573,69.630573
8/15/2012,The Expendables 2,100000000,85028192,311979256,211979256,211.979256
10/16/2009,Where the Wild Things Are,100000000,77233467,99123656,-876344,-0.876344
12/15/2006,Eragon,100000000,75030163,249488115,149488115,149.488115
7/23/2014,Hercules,100000000,72688614,243388614,143388614,143.388614
12/10/2010,The Tourist,100000000,67631157,278731369,178731369,178.731369
11/24/1999,End of Days,100000000,66889043,212026975,112026975,112.026975
12/25/2019,Spies in Disguise,100000000,66757013,165138481,65138481,65.138481
6/11/2004,The Stepford Wives,100000000,59475623,96150482,-3849518,-3.849518
6/8/2007,Surf’s Up,100000000,58867694,145395745,45395745,45.395745
12/8/2006,Blood Diamond,100000000,57377916,171377916,71377916,71.377916
11/7/2019,Midway,100000000,56846802,126829063,26829063,26.829063
9/24/2010,Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,139716717,39716717,39.716717
11/7/1997,Starship Troopers,100000000,54768952,121100000,21100000,21.1
6/5/2009,Land of the Lost,100000000,49438370,69548641,-30451359,-30.451359
12/18/2003,Peter Pan,100000000,48417850,95255485,-4744515,-4.744515
3/15/2019,Wonder Park,100000000,45216793,115112118,15112118,15.112118
7/23/2004,Catwoman,100000000,40202379,82078046,-17921954,-17.921954
8/14/2014,The Expendables 3,100000000,39322544,209461378,109461378,109.461378
11/27/2002,Treasure Planet,100000000,38120554,91800000,-8200000,-8.2
3/12/2010,Green Zone,100000000,35497337,97523020,-2476980,-2.47698
10/13/2017,Geostorm,100000000,33700160,220796009,120796009,120.796009
12/2/2015,Point Break,100000000,28782481,126704591,26704591,26.704591
12/17/2019,Cats,100000000,27166770,75486351,-24513649,-24.513649
11/26/2015,In the Heart of the Sea,100000000,25020758,89693309,-10306691,-10.306691
4/18/2014,Transcendence,100000000,23022309,103039258,3039258,3.039258
2/18/2005,Son of the Mask,100000000,17018422,59918422,-40081578,-40.081578
12/5/2018,Mortal Engines,100000000,15951040,85480271,-14519729,-14.519729
2/3/2021,Chaos Walking,100000000,13287908,26943020,-73056980,-73.05698
10/13/2021,The Last Duel,100000000,10853945,29690034,-70309966,-70.309966
8/16/2002,The Adventures of Pluto Nash,100000000,4411102,7094995,-92905005,-92.905005
1/20/2012,Jin líng shí san chai,100000000,311434,98227017,-1772983,-1.772983
6/12/2020,Artemis Fowl,100000000,0,0,-100000000,-100
12/8/2021,West Side Story,100000000,0,0,-100000000,-100
11/5/2015,The Peanuts Movie,99000000,130178411,250091610,151091610,152.6177879
2/6/2019,The LEGO Movie 2: The Second Part,99000000,105806508,190131036,91131036,92.05155152
11/21/2018,Robin Hood,99000000,30824628,85210012,-13789988,-13.92928081
5/4/2001,The Mummy Returns,98000000,202007640,435040395,337040395,343.9187704
11/14/2019,Ford v. Ferrari,97600000,117624357,224418748,126818748,129.9372418
12/20/2002,Gangs of New York,97000000,77730500,183124621,86124621,88.78826907
5/4/2017,Alien: Covenant,97000000,74262031,238521247,141521247,145.8981928
3/6/2015,Cinderella,95000000,201151353,542351353,447351353,470.8961611
6/27/2012,Ice Age: Continental Drift,95000000,161321843,879765137,784765137,826.0685653
12/28/2001,Black Hawk Down,95000000,108638745,159691085,64691085,68.09587895
5/27/2010,Sex and the City 2,95000000,95347692,294680778,199680778,210.1902926
2/12/2010,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874,128050874,134.7903937
8/10/2012,The Campaign,95000000,86907746,104907746,9907746,10.42920632
11/12/2010,Unstoppable,95000000,81562942,165720921,70720921,74.44307474
5/9/1997,The Fifth Element,95000000,63570862,263893960,168893960,177.7831158
3/31/2000,The Road to El Dorado,95000000,50802661,65700000,-29300000,-30.84210526
12/11/2009,The Lovely Bones,95000000,44114232,94894448,-105552,-0.1111073684
6/30/2016,Ben-Hur,95000000,26410477,91669648,-3330352,-3.505633684
12/19/2014,Seventh Son,95000000,17725785,108874967,13874967,14.60522842
5/30/2003,Finding Nemo,94000000,380529370,936094852,842094852,895.8455872
12/17/2003,The Lord of the Rings: The Return of the King,94000000,377845905,1120214046,1026214046,1091.71707
12/18/2002,The Lord of the Rings: The Two Towers,94000000,342548984,919148764,825148764,877.817834
6/15/2001,Lara Croft: Tomb Raider,94000000,131144183,273330185,179330185,190.7767926
1/29/2015,Kingsman: The Secret Service,94000000,128261724,404561724,310561724,330.3848128
12/19/2001,The Lord of the Rings: The Fellowship of the Ring,93000000,315544750,891216824,798216824,858.2976602
7/18/2001,Jurassic Park III,93000000,181166115,365900000,272900000,293.4408602
8/5/2011,Rise of the Planet of the Apes,93000000,176760185,470986200,377986200,406.4367742
2/14/2008,The Spiderwick Chronicles,92500000,71195053,162839667,70339667,76.04288324
10/22/2004,The Incredibles,92000000,261441092,631441092,539441092,586.349013
2/6/2013,A Good Day to Die Hard,92000000,67349198,304249198,212249198,230.70565
4/9/2004,The Alamo,92000000,22406362,23911362,-68088638,-74.00938913
12/22/1995,Cutthroat Island,92000000,10017322,18517322,-73482678,-79.87247609
12/19/2013,The Secret Life of Walter Mitty,91000000,58236838,187861183,96861183,106.4408604
12/20/2017,Jumanji: Welcome to the Jungle,90000000,404508916,961613199,871613199,968.45911
7/1/1997,Men in Black,90000000,250690539,587790539,497790539,553.1005989
11/19/1999,Toy Story 2,90000000,245852179,511358276,421358276,468.1758622
8/3/2001,Rush Hour 2,90000000,226164286,347425832,257425832,286.0287022
12/25/2009,Sherlock Holmes,90000000,209028679,498438212,408438212,453.8202356
1/15/2020,Bad Boys For Life,90000000,204417855,424536881,334536881,371.7076456
7/1/2009,Ice Age: Dawn of the Dinosaurs,90000000,196573705,886686817,796686817,885.2075744
12/12/2018,Spider-Man: Into The Spider-Verse 3D,90000000,190173195,375654619,285654619,317.3940211
7/21/2000,What Lies Beneath,90000000,155464351,288693989,198693989,220.7710989
2/13/2020,Sonic The Hedgehog,90000000,146066470,304961681,214961681,238.8463122
4/8/2011,Rio,90000000,143619809,487519809,397519809,441.6886767
7/24/2019,Once Upon a Time…in Hollywood,90000000,142502728,377562039,287562039,319.5133767
10/6/2006,The Departed,90000000,132384315,289660619,199660619,221.8451322
11/3/2000,Charlie's Angels,90000000,125305545,259736090,169736090,188.5956556
6/19/1998,Mulan,90000000,120620254,303500000,213500000,237.2222222
8/13/2008,Tropic Thunder,90000000,110515313,191145256,101145256,112.3836178
12/20/2011,The Girl with the Dragon Tattoo,90000000,102515793,239373970,149373970,165.9710778
7/11/1997,Contact,90000000,100920329,165900000,75900000,84.33333333
6/6/2008,You Don't Mess With the Zohan,90000000,100018837,202910991,112910991,125.4566567
5/19/1995,Die Hard: With a Vengeance,90000000,100012499,366101666,276101666,306.7796289
9/12/2016,The Magnificent Seven,90000000,93432655,162136124,72136124,80.15124889
12/18/2015,Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956,159517956,177.2421733
6/8/2001,Atlantis: The Lost Empire,90000000,84052762,186049020,96049020,106.7211333
12/25/2008,Valkyrie,90000000,83107829,203932174,113932174,126.5913044
7/16/2015,Pixels,90000000,78765986,244041804,154041804,171.15756
6/29/2001,Artificial Intelligence: AI,90000000,78616689,235900000,145900000,162.1111111
11/26/2003,The Haunted Mansion,90000000,75817994,155750628,65750628,73.05625333
8/4/2000,Hollow Man,90000000,73209340,191200000,101200000,112.4444444
4/22/2005,The Interpreter,90000000,72708161,162753837,72753837,80.83759667
8/7/2013,Percy Jackson: Sea of Monsters,90000000,68559554,200859554,110859554,123.1772822
7/25/2003,Lara Croft: Tomb Raider: The Cradle of Life,90000000,65653758,157092943,67092943,74.54771444
5/27/2016,Now You See Me 2,90000000,65075540,328325007,238325007,264.8055633
11/21/2001,Spy Game,90000000,62362560,143049560,53049560,58.94395556
4/4/1997,The Saint,90000000,61363304,169400000,79400000,88.22222222
3/10/2000,Mission to Mars,90000000,60874615,106000000,16000000,17.77777778
3/6/2018,Tomb Raider,90000000,58250803,273477501,183477501,203.86389
12/17/1999,Bicentennial Man,90000000,58220776,87420776,-2579224,-2.865804444
7/7/2004,King Arthur,90000000,51877963,203653524,113653524,126.2816933
4/25/1997,Volcano,90000000,47546796,120100000,30100000,33.44444444
3/26/1997,The Devil's Own,90000000,42885593,140900000,50900000,56.55555556
7/19/2002,K-19: The Widowmaker,90000000,35168966,65716126,-24283874,-26.98208222
8/19/2011,Conan the Barbarian,90000000,21295021,63356133,-26643867,-29.60429667
10/21/2011,The Three Musketeers,90000000,20377913,139877913,49877913,55.41990333
4/21/2017,The Promise,90000000,8224288,10551417,-79448583,-88.27620333
11/24/2010,The Nutcracker in 3D,90000000,195459,20466016,-69533984,-77.25998222
12/13/2017,Bright,90000000,0,0,-90000000,-100
5/14/2021,Army of the Dead,90000000,0,0,-90000000,-100
5/10/1996,Twister,88000000,241688385,495700000,407700000,463.2954545
6/3/2005,Cinderella Man,88000000,61649911,105021488,17021488,19.3426
9/11/2018,The Predator,88000000,51024708,159487563,71487563,81.23586705
7/21/2021,Snake Eyes: G.I. Joe Origins,88000000,28264325,34666981,-53333019,-60.60570341
7/8/2005,Fantastic Four,87500000,154696080,333132750,245632750,280.7231429
2/9/2001,Hannibal,87000000,165092266,350100280,263100280,302.4141149
7/25/2003,Seabiscuit,86000000,120277854,148715342,62715342,72.92481628
12/22/2000,Cast Away,85000000,233632142,427230516,342230516,402.6241365
11/17/2006,Happy Feet,85000000,198000317,385000317,300000317,352.9415494
12/7/2001,Ocean's Eleven,85000000,183417150,450728529,365728529,430.2688576
7/23/2004,The Bourne Supremacy,85000000,176087450,311001124,226001124,265.8836753
7/25/1997,Air Force One,85000000,172956409,315268353,230268353,270.9039447
4/2/2009,Fast & Furious,85000000,155064265,359347833,274347833,322.7621565
3/14/2008,Horton Hears a Who,85000000,154529439,299477886,214477886,252.3269247
3/21/2014,Divergent,85000000,150947895,276014965,191014965,224.7234882
9/27/2012,Hotel Transylvania,85000000,148313048,378223189,293223189,344.9684576
4/3/2019,Shazam!,85000000,140371656,363664533,278664533,327.8406271
11/21/2007,Enchanted,85000000,127706877,340384141,255384141,300.4519306
2/8/2012,Safe House,85000000,126181630,207884401,122884401,144.5698835
7/20/2007,I Now Pronounce You Chuck and Larry,85000000,119725280,185708462,100708462,118.4805435
6/8/2007,Ocean's Thirteen,85000000,117144465,311744465,226744465,266.7581941
12/25/2009,It’s Complicated,85000000,112735375,224614744,139614744,164.25264
11/20/1998,Enemy of the State,85000000,111549836,250649836,165649836,194.88216
9/29/2006,Open Season,85000000,85105259,191932158,106932158,125.8025388
11/4/2011,Tower Heist,85000000,78046570,150422946,65422946,76.96817176
11/22/2000,102 Dalmatians,85000000,66941559,66941559,-18058441,-21.24522471
3/15/2012,Mirror Mirror,85000000,64935167,173613482,88613482,104.2511553
12/8/2006,The Holiday,85000000,63280000,204920447,119920447,141.0828788
6/15/2006,The Fast and the Furious: Tokyo Drift,85000000,62615510,157794205,72794205,85.64024118
12/9/2005,Memoirs of a Geisha,85000000,57010853,161510853,76510853,90.01276824
3/16/2001,Enemy at the Gates,85000000,51396781,96971293,11971293,14.08387412
6/18/1993,Last Action Hero,85000000,50016394,137298489,52298489,61.52763412
9/26/2003,The Rundown,85000000,47641743,80831893,-4168107,-4.903655294
11/11/2011,Arthur Christmas,85000000,46462469,148227995,63227995,74.38587647
